epoch,train_mse_z,val_rmse_log2,lr,elapsed_seconds
1,0.7436837247469041,4.0473809242248535,0.0001,0.6188415288925171
2,0.6473137866650095,3.967851400375366,0.0002,1.241365795955062
3,0.6107109212577962,3.899014472961426,0.00030000000000000003,1.8713347371667624
4,0.5788302559065127,3.8587687015533447,0.0004,2.5392411779612303
5,0.5567635449386469,3.8080475330352783,0.0005,3.1618552319705486
6,0.5189649796901835,3.853029489517212,0.000499967621130358,3.798963835462928
7,0.5013786011790428,3.8031980991363525,0.0004998704929253695,4.423839373514056
8,0.47976252309217665,3.6744227409362793,0.0004997086405946655,5.06244439072907
9,0.4607642204024677,3.6078834533691406,0.0004994821061470279,5.710469441488385
10,0.4465571029981696,3.6497626304626465,0.0004991909483794855,6.362786712124944
11,0.43768925698273525,3.635340452194214,0.0004988352428620534,7.0082311518490314
12,0.4204436557952183,3.624359130859375,0.0004984150819181191,7.6537121925503016
13,0.4153237424297207,3.5923407077789307,0.0004979305746004798,8.27069103717804
14,0.4020456525976227,3.5522568225860596,0.0004973818466630373,8.91444613225758
15,0.396295162153688,3.542604923248291,0.0004967690405281593,9.53476525656879
16,0.3895066713086414,3.581892251968384,0.0004960923152497131,10.181658176705241
17,0.3780263904032586,3.569383144378662,0.0004953518464717836,10.797708408907056
18,0.37719821455809904,3.5263266563415527,0.0004945478263830845,11.417816704139113
19,0.37018266388383575,3.526719093322754,0.0004936804636670758,12.041362641379237
20,0.3684328974537874,3.5411622524261475,0.0004927499834478,12.666822982951999
21,0.3639134159896728,3.5075409412384033,0.0004917566272314514,13.310941675677896
22,0.35815056734723855,3.51336407661438,0.0004907006528436928,13.935801200568676
23,0.35273613162964385,3.508653163909912,0.000489582334362737,14.558023888617754
24,0.34705491330194116,3.4986512660980225,0.0004884019620482097,15.17527856118977
25,0.34144111336069555,3.499934673309326,0.0004871598422658128,15.803779305890203
26,0.3392172114042868,3.4738807678222656,0.0004858562974078069,16.43896201439202
27,0.3346032338580742,3.5234663486480713,0.00048449166580933457,17.095883509144187
28,0.3333463609342516,3.4914519786834717,0.0004830663016606052,17.71976873278618
29,0.3313670630352865,3.479243516921997,0.00048158057491496525,18.33990741893649
30,0.32557932145016044,3.478795051574707,0.00048003487119287663,18.958387481048703
31,0.3198424691609984,3.483745574951172,0.0004784295916818289,19.597538525238633
32,0.3175763727839985,3.497136354446411,0.00047676515303221107,20.215605948120356
33,0.3182238761807376,3.433864116668701,0.0004750419872491699,20.83298794925213
34,0.3132521729243876,3.4382190704345703,0.0004732605415804831,21.45582441985607
35,0.3105341637101148,3.495351791381836,0.0004714212784004759,22.070095289498568
36,0.3096810728540518,3.4340860843658447,0.00046952467509001197,22.704474152997136
37,0.3041046564632672,3.507807970046997,0.0004675712239125891,23.319080036133528
38,0.30372473013225393,3.4520881175994873,0.00046556143188657226,23.93963016010821
39,0.3015557338863215,3.4291059970855713,0.0004634958206535969,24.552513549104333
40,0.30161959929071,3.4424800872802734,0.0004613749263431768,25.17943018861115
41,0.2958799664068856,3.4650795459747314,0.00045919929943355155,25.80800036340952
42,0.2947154489486351,3.422395706176758,0.00045696950460881024,26.428302489221096
43,0.29258363763925926,3.448564291000366,0.0004546861206123272,27.052117442712188
44,0.28905802015304394,3.4111733436584473,0.0004523497400965494,27.670368084684014
45,0.2898626050799964,3.448232650756836,0.00044996096946917357,28.291720893234015
46,0.28649876965306653,3.4440677165985107,0.0004475204287357527,28.92719936929643
47,0.28499089289043433,3.4569778442382812,0.00044502875133877395,29.56934403628111
48,0.28338885106887823,3.4322757720947266,0.0004424865839932484,30.20283159799874
49,0.2855211478789094,3.4075732231140137,0.000439894586518856,30.823959317058325
50,0.27871890853803216,3.4740841388702393,0.00043725343166868975,31.445764668285847
51,0.275224672048721,3.4267168045043945,0.0004345638049546421,32.084470158442855
52,0.2765386575041806,3.4058737754821777,0.00043182640446948065,32.702986968681216
53,0.27583929381016675,3.415616035461426,0.00042904194070565824,33.3440013974905
54,0.2736675831742068,3.422997236251831,0.000426211136370904,33.96387000568211
55,0.2690889147665642,3.418290376663208,0.00042333472620064506,34.59531772695482
56,0.269819725662117,3.4256911277770996,0.0004204134567673059,35.24505343101919
57,0.2680247414664874,3.4454092979431152,0.00041744808628653516,35.87054216116667
58,0.2690729594495729,3.3711469173431396,0.0004144393844204108,36.4888606518507
59,0.26671817093012745,3.4211416244506836,0.0004113881320776746,37.116943372413516
60,0.26357073638620854,3.408581495285034,0.0004082951212110466,37.73543665185571
61,0.26337814710352075,3.4054465293884277,0.00040516115461167456,38.3783400375396
62,0.26505398502468813,3.4053893089294434,0.0004019870457007685,38.99997898936272
63,0.26393662733464024,3.3947227001190186,0.00039877361831847807,39.62196836061776
64,0.258192889763457,3.3920931816101074,0.00039552170651006434,40.2431418094784
65,0.25747640113723674,3.394796848297119,0.00039223215430942343,40.8596905041486
66,0.2553168059494486,3.3856539726257324,0.0003889058155200171,41.499517653137445
67,0.25561724258225615,3.3900046348571777,0.0003855435534932689,42.11948778107762
68,0.2560131242302608,3.397151231765747,0.00038214624090448016,42.744130440056324
69,0.25297406667354017,3.408808946609497,0.0003787147595263278,43.364727322012186
70,0.2531875324844075,3.396772623062134,0.00037525000000000004,44.001566257327795
71,0.248673479800348,3.3598132133483887,0.0003717528616040302,44.657861445099115
72,0.2492759640454104,3.387514591217041,0.0003682242520208893,45.29893736541271
73,0.24624092290320213,3.403985023498535,0.00036466508710139664,45.925786942243576
74,0.25145842190042256,3.378986358642578,0.00036107629062701074,46.54937090910971
75,0.24751503110028925,3.365009307861328,0.00035745879407006204,47.17053152807057
76,0.2463938997460567,3.40545654296875,0.000353813536351989,47.806276861578226
77,0.2462027890335465,3.369004726409912,0.0003501414635996411,48.42273088917136
78,0.24232728005231402,3.3801660537719727,0.00034644352889971134,49.04166283644736
79,0.24404972603639383,3.36795973777771,0.00034272069205136275,49.65923696383834
80,0.2395337092815014,3.3779404163360596,0.0003389739193171126,50.27670772559941
81,0.2410609619339239,3.382702589035034,0.00033520418317203865,50.90693834424019
82,0.24015364948194431,3.356506586074829,0.00033141246205137286,51.52308529429138
83,0.23746841156190682,3.3764824867248535,0.0003275997400965494,52.15643934905529
84,0.23751866087973425,3.3780648708343506,0.0003237670068997699,52.780219074338675
85,0.2375911549548608,3.355320453643799,0.000319915257247155,53.403487265110016
86,0.23445815302133238,3.3766191005706787,0.0003160454908605475,54.039684964343905
87,0.2360803651882966,3.3912711143493652,0.0003121587121380346,54.65709179267287
88,0.23248958027320799,3.390594720840454,0.00030825592989325626,55.27460572309792
89,0.23552139945652173,3.3693647384643555,0.00030433815709356767,55.89290597476065
90,0.2352841661817545,3.383406400680542,0.0003004064105971231,56.51141673512757
91,0.22986875946284913,3.3625288009643555,0.0002964617108889509,57.142753256484866
92,0.2279850169201392,3.3757259845733643,0.0002925050818160861,57.76157047227025
93,0.23108641717464748,3.3696019649505615,0.0002885375503218312,58.3788205049932
94,0.2283674810954872,3.3752009868621826,0.0002845601461792125,58.99719562754035
95,0.22859418783331828,3.364504337310791,0.0002805739017237031,59.614054180681705
96,0.22756369062415258,3.33717679977417,0.00027657985158527956,60.25271802023053
97,0.2252991390219651,3.337662696838379,0.000272579032419884,60.876836312934756
98,0.22342881395191178,3.3659422397613525,0.00026857248264035977,61.5181188583374
99,0.22315947142925743,3.356285810470581,0.0002645612421469315,62.168669786304235
100,0.22084010238944002,3.348895311355591,0.0002605463520572991,62.81264922954142
101,0.2210001410600086,3.3734612464904785,0.0002565288544364151,63.46906366944313
102,0.2206357507499661,3.3760557174682617,0.00025250979202601687,64.1118310727179
103,0.22246622062985855,3.376948833465576,0.0002484902079739833,64.7545910552144
104,0.21971972135440207,3.3876163959503174,0.000244471145563585,65.39876285754144
105,0.22102393059212014,3.3554437160491943,0.00024045364794270091,66.04160206019878
106,0.21780508331544338,3.3717336654663086,0.00023643875785306847,66.69833805412054
107,0.21906175762536156,3.359426736831665,0.0002324275173596403,67.34183066152036
108,0.2158809780137056,3.3429322242736816,0.00022842096758011608,67.98441500589252
109,0.21680998351769412,3.36140775680542,0.00022442014841472042,68.61889770068228
110,0.21574649433217707,3.3557722568511963,0.00022042609827629687,69.2391846459359
111,0.21451226339346244,3.363090753555298,0.00021643985382078747,69.87187615595758
112,0.2145745178184037,3.340183734893799,0.00021246244967816882,70.48951824568212
113,0.2139444262406219,3.3176662921905518,0.00020849491818391387,71.10780323669314
114,0.21192597933426738,3.3510968685150146,0.0002045382891110492,71.75505221262574
115,0.21120613633988294,3.361525058746338,0.0002005935894028769,72.40147390402853
116,0.2111943960513084,3.3471012115478516,0.0001966618429064324,73.04340668395162
117,0.21210307673240758,3.350738286972046,0.00019274407010674374,73.68277307599783
118,0.2105751399654253,3.3450634479522705,0.00018884128786196547,74.29990336112678
119,0.21034346787998282,3.355600357055664,0.0001849545091394526,74.91637033969164
120,0.20726060492322382,3.355825662612915,0.00018108474275284507,75.53395703621209
121,0.20843306693765254,3.353337287902832,0.00017723299310023016,76.1623250450939
122,0.20588182719848822,3.3308730125427246,0.00017340025990345064,76.78075980395079
123,0.20585660323262225,3.3402907848358154,0.00016958753794862717,77.39853852055967
124,0.20459350707312665,3.334348440170288,0.00016579581682796144,78.0170098207891
125,0.20545586657806428,3.330331325531006,0.00016202608068288738,78.63507813587785
126,0.20227173259824416,3.338111639022827,0.0001582793079486372,79.27907427959144
127,0.20328472971560607,3.3427367210388184,0.00015455647110028872,79.89992496930063
128,0.20318233321375306,3.340428113937378,0.00015085853640035894,80.51769542507827
129,0.20443057746683765,3.3528940677642822,0.000147186463648011,81.1352800745517
130,0.199351357883542,3.342344284057617,0.00014354120592993805,81.75229564867914
131,0.20128106851102776,3.3418993949890137,0.0001399237093729893,82.3825506772846
132,0.20059664499627136,3.3358447551727295,0.0001363349128986034,82.99987906962633
133,0.20090886605407665,3.3231070041656494,0.00013277574797911074,83.61692547984421
134,0.20004390250016948,3.3396904468536377,0.00012924713839596976,84.23796642012894
135,0.19638203587549716,3.3326427936553955,0.00012575000000000005,84.859309297055
136,0.19785758270812617,3.343393564224243,0.00012228524047367222,85.49884703755379
137,0.1973904648730566,3.3283851146698,0.00011885375909551985,86.11894291453063
138,0.1965515638770564,3.324561357498169,0.00011545644650673114,86.7365850135684
