epoch,train_loss,train_rmse,val_rmse,val_R2,val_PCC,val_Spearman,gamma,generalization_gap,seconds,train_mean_abs_correction,val_mean_abs_correction
53,0.10452741648909908,1.6069028174578452,3.09380903438838,0.6308808992021057,0.7966752768264089,0.7866041166557163,-0.021718434989452362,1.4869062169305347,1983.0183112416416,0.29114067554473877,0.2631535828113556
54,0.1036762871217913,1.6058376675218633,3.076449725830121,0.6350115198587882,0.7989419006366282,0.7883722452708928,-0.020068533718585968,1.4706120583082578,2026.0257220361382,0.2698749005794525,0.24828267097473145
55,0.1030848080375349,1.6020208873499497,3.081141917952707,0.6338973120885638,0.7985034459373371,0.7876999990783392,-0.02046803943812847,1.4791210306027571,2067.869866559282,0.27708178758621216,0.2586168050765991
56,0.10281930995520336,1.5922769536900894,3.0804513312320245,0.6340614053553308,0.7988569476629055,0.7880770238997646,-0.021221071481704712,1.4881743775419352,2106.3137108478695,0.34920716285705566,0.3340349495410919
57,0.10204539620430746,1.5852917195615854,3.0871282503536763,0.6324733326182841,0.7978414439862039,0.7857853228652075,-0.020414091646671295,1.501836530792091,2143.2837736476213,0.3053523898124695,0.2870435416698456
58,0.10175377801013534,1.5978784906311012,3.0773540677980575,0.6347969069487391,0.7989967286444454,0.7879143010389524,-0.018395965918898582,1.4794755771669563,2177.5877169054,0.27182695269584656,0.25616493821144104
59,0.10111803423118647,1.5796538696256313,3.073227895453343,0.6357755922973869,0.7999468801925336,0.7880057172168905,-0.020860137417912483,1.493574025827712,2211.812280388549,0.3505227267742157,0.3332693576812744
60,0.10196051315721763,1.5970349984385814,3.083822344168467,0.6332600560891734,0.7976302854399109,0.7884206372343262,-0.01784329116344452,1.4867873457298857,2246.6540293842554,0.2640686631202698,0.24294035136699677
61,0.10073678129341938,1.5966161302540631,3.0818473260918053,0.6337296590655978,0.7980410820630215,0.7884798693173883,-0.017470361664891243,1.4852311958377422,2281.983788052574,0.23899109661579132,0.21934953331947327
62,0.09992643432260842,1.5742089343560046,3.065688463056936,0.6375604758194496,0.800699024602463,0.7899444439619607,-0.019127793610095978,1.4914795287009315,2317.608960499987,0.3172750174999237,0.3022993505001068
63,0.09988656907621779,1.571063766413062,3.0719419677377653,0.6360803326469271,0.7999068913439658,0.7898255326724445,-0.020090973004698753,1.5008782013247033,2352.8020326327533,0.3492431640625,0.3340654969215393
64,0.10019317450488248,1.565286238304865,3.0603379953537018,0.6388244847071503,0.8014944669264127,0.7900713138777415,-0.019450126215815544,1.4950517570488369,2387.7185985203832,0.3319109380245209,0.30790039896965027
65,0.09922559579818684,1.5737684209827603,3.0586449224756036,0.6392240009179735,0.8014256190136363,0.7915006236140076,-0.017874889075756073,1.4848765014928433,2423.637874411419,0.28790995478630066,0.27693745493888855
66,0.09916781290421421,1.5813252592563833,3.0691607025667103,0.6367390032303495,0.7999345466495953,0.7888278243136524,-0.016395673155784607,1.487835443310327,2459.4754187036306,0.2647126019001007,0.24778617918491364
67,0.0980693817220835,1.5621543421248818,3.057804488903815,0.6394222368116191,0.8016661941814902,0.7907322008112049,-0.01727154105901718,1.4956501467789334,2495.498175488785,0.2956835925579071,0.28105080127716064
68,0.09866604192042172,1.5511050718876538,3.064174900029832,0.6379182679769344,0.8011275872149797,0.7901708888525938,-0.018830101937055588,1.5130698281421782,2530.9543333481997,0.37077468633651733,0.35460880398750305
69,0.09803126237981415,1.5541871113062928,3.0703192728695807,0.6364646983768644,0.8001317950236949,0.7888653106625281,-0.018883468583226204,1.516132161563288,2566.1901421435177,0.3288472294807434,0.3070696294307709
70,0.09841152233156904,1.558648772834175,3.066293450075117,0.6374174131141013,0.8005632759575054,0.7897945972341438,-0.017214780673384666,1.5076446772409422,2601.5063297171146,0.31491631269454956,0.29120132327079773
71,0.09761537690549714,1.545403509198872,3.055910235298376,0.6398688410137547,0.8021385181308063,0.7902041755872112,-0.017425155267119408,1.5105067260995038,2638.5142861157656,0.32116392254829407,0.30580922961235046
72,0.09665548526781717,1.5459964379063527,3.0690543828485555,0.6367641704611211,0.800499363726142,0.7886228234835917,-0.017511136829853058,1.5230579449422028,2675.2059332896024,0.342637836933136,0.3212646543979645
73,0.09680050287726052,1.5437469407371918,3.073046035869469,0.6358186972942519,0.7996414739362904,0.7881974755959961,-0.016846099868416786,1.5292990951322771,2712.7519690170884,0.3060268759727478,0.285047322511673
74,0.09724406917956362,1.574313861010309,3.0779209878437386,0.6346623367819606,0.7988123478305048,0.7877029375607976,-0.01600494049489498,1.5036071268334297,2749.7545557394624,0.32080602645874023,0.3022621273994446
75,0.09679806118602564,1.5359638772786908,3.073749852230421,0.6356518621032536,0.7997586326950479,0.7877603184906398,-0.01690680906176567,1.5377859749517304,2785.605074431747,0.3673175573348999,0.35049065947532654
76,0.09567807439970925,1.5377805590035178,3.0673693936875823,0.6371629124475557,0.8005812205684611,0.7891449657885841,-0.017040476202964783,1.5295888346840645,2821.2358798719943,0.3223642110824585,0.3062897324562073
77,0.09552596781941938,1.5350654433792184,3.0572874075853878,0.6395441754518955,0.8019685575286197,0.7908413658314711,-0.016504155471920967,1.5222219642061694,2854.7741698715836,0.333746999502182,0.32070392370224
78,0.09559302883998703,1.5241059290084815,3.056204663554756,0.6397994424457192,0.8024238124851266,0.7903450307968689,-0.017698394134640694,1.5320987345462747,2888.457345088944,0.3582829236984253,0.34275680780410767
79,0.09444916736720796,1.5302821512331377,3.064912331177719,0.6377439682155701,0.8010754880613581,0.789320994327058,-0.017387617379426956,1.5346301799445814,2921.889287404716,0.3481278717517853,0.334964781999588
80,0.09506860386247198,1.5349988121506346,3.0468751157474063,0.6419952241095179,0.80318813252424,0.792136292731445,-0.01515175960958004,1.5118763035967717,2955.182935008779,0.30772504210472107,0.2954753041267395
81,0.09487020721285121,1.5143528868639702,3.060404574290035,0.6388087694866438,0.8020229811401772,0.7893921002722267,-0.01749148592352867,1.546051687426065,2989.059434596449,0.40870240330696106,0.3870837986469269
82,0.09426227297415346,1.5209042174750613,3.058907174193188,0.6391621315712643,0.8020308221057109,0.7901400123880825,-0.016361555084586143,1.5380029567181266,3022.656326988712,0.3452793061733246,0.32988062500953674
83,0.09384445389873305,1.5086456034900162,3.0523901817215378,0.64069802169392,0.8029360977173936,0.7893881039474245,-0.01751440204679966,1.5437445782315216,3056.4389703162014,0.3776649534702301,0.36136168241500854
84,0.09379890682799556,1.5055597966699703,3.046602058542139,0.6420593891307197,0.8038691815282766,0.790904876349529,-0.01744898594915867,1.5410422618721689,3090.2234908584505,0.37574025988578796,0.35516029596328735
85,0.0931379192939861,1.5098954973855256,3.0407695165414745,0.6434285901048604,0.8043433049466943,0.7913862428157306,-0.01648389734327793,1.530874019155949,3122.978028666228,0.35269275307655334,0.33388203382492065
86,0.09275788011324511,1.5199266579475772,3.0558047683248906,0.6398936986077587,0.8019816432383896,0.7904543191517425,-0.014647762291133404,1.5358781103773134,3156.4506975840777,0.3177528977394104,0.2970348596572876
87,0.09285543813545859,1.5147738946751497,3.0638850937228965,0.6379867553255609,0.8009669975789568,0.7910530221938774,-0.015669671818614006,1.5491111990477469,3190.185747286305,0.339385449886322,0.31495538353919983
88,0.09292294653635133,1.5050288809809211,3.052439059137992,0.6406865147161172,0.8027245488011981,0.7922315232093166,-0.015673501417040825,1.5474101781570708,3223.929847743362,0.35944586992263794,0.33550018072128296
89,0.09201350959000532,1.4892150651426492,3.046360532903012,0.642116139836145,0.8036448418490846,0.7914277220870745,-0.01604825258255005,1.5571454677603627,3258.544773980975,0.3665774166584015,0.34794291853904724
90,0.092085898473413,1.4906298940494567,3.041811022747941,0.6431842868557129,0.804769991600614,0.7917216080421103,-0.01650877855718136,1.5511811286984842,3293.491157963872,0.4018309712409973,0.3799073100090027
91,0.09121947558223797,1.5128125464970952,3.0469659146811816,0.6419738862239404,0.8034182186935993,0.791869885726901,-0.014047307893633842,1.5341533681840864,3327.054498260841,0.307528018951416,0.2918524146080017
92,0.09199771386009976,1.4866384936676416,3.052855028975923,0.640588577457822,0.802913472679071,0.7906528498766606,-0.01586172543466091,1.5662165353082815,3362.2456463873386,0.40233784914016724,0.3778182864189148
93,0.09172460857839737,1.52349846172689,3.0534205642417898,0.6404554046348667,0.8023239789477463,0.7920061591267819,-0.012766411527991295,1.5299221025148997,3397.6417845804244,0.29590511322021484,0.27982062101364136
94,0.09141005192453387,1.4822821016321819,3.040489913053666,0.6434941616817892,0.8052529989726114,0.7934908747380074,-0.01604393497109413,1.5582078114214841,3434.068070275709,0.4548475444316864,0.4288414716720581
95,0.09075830747858046,1.4856507366755654,3.063533984249714,0.6380697212285167,0.801403374402973,0.7902720306022498,-0.014607769437134266,1.5778832475741484,3469.5790998078883,0.369267076253891,0.33642879128456116
96,0.09069257246537978,1.487318581331606,3.0483985966797076,0.6416371196344334,0.8032097821926028,0.791647908384328,-0.014400429092347622,1.5610800153481015,3505.6427824329585,0.38062769174575806,0.3600996434688568
97,0.09070000641501198,1.5049586857758683,3.056507269635917,0.6397281093464386,0.8020977248522378,0.7901690223888711,-0.012847058475017548,1.5515485838600487,3540.6222603637725,0.3248479664325714,0.3022436499595642
98,0.09136258671148598,1.4901345338507268,3.051868843439811,0.6408207464231972,0.8028511450447938,0.7907191488909533,-0.013818224892020226,1.5617343095890843,3576.0788155794144,0.38393136858940125,0.35400471091270447
99,0.09117285248212376,1.4822331006997616,3.0409979199332473,0.6433750213107148,0.8044854813131036,0.7914720791659203,-0.013579939492046833,1.5587648192334858,3609.8108489774168,0.36875119805336,0.338379442691803
100,0.09072196891464507,1.4826130336396002,3.06496290749886,0.6377320124226549,0.8011253691033491,0.7895456280418957,-0.013918046839535236,1.5823498738592598,3643.517260996625,0.3764897882938385,0.34871211647987366
101,0.09069357793884253,1.4696480746909342,3.0542285073085025,0.640265106581061,0.802825995350505,0.7902371356977653,-0.01470108237117529,1.5845804326175683,3676.707013024017,0.3778609335422516,0.3552614152431488
102,0.09006078140497811,1.4702308548830831,3.0617457751893404,0.6384921210563764,0.8017228706270657,0.789493209416182,-0.014106213115155697,1.5915149203062573,3709.894775751978,0.4050929546356201,0.38190707564353943
103,0.09015594334794914,1.4956016487028705,3.057415412479391,0.6395139911287503,0.8019479570318867,0.7906150051486043,-0.011669958010315895,1.5618137637765204,3742.3694427646697,0.32521331310272217,0.30511152744293213
104,0.08932475900710367,1.4584076234236718,3.0478342373226313,0.641769796984321,0.803956306070592,0.7916926125012412,-0.014301041141152382,1.5894266138989595,3775.4908201657236,0.43772512674331665,0.4085686206817627
105,0.08936326612808396,1.4761195510324612,3.0510379847048044,0.6410162899493336,0.8031049881470731,0.7905410806532506,-0.012408933602273464,1.5749184336723432,3809.391808975488,0.361752450466156,0.343544065952301
106,0.0888607640647413,1.4656423710304776,3.06335366570665,0.6381123261548687,0.8015040997806675,0.7885698171046805,-0.012847949750721455,1.5977112946761725,3842.4857846517116,0.39900240302085876,0.3744663596153259
107,0.08870025075959284,1.4658599052647283,3.0612215503080664,0.6386159035092536,0.8017740911147363,0.790642265782665,-0.012902689166367054,1.595361645043338,3875.629694379866,0.3876478970050812,0.35757961869239807
108,0.08867573904848913,1.4791057642726415,3.05182834054244,0.6408302800595729,0.8027962940454068,0.7904320032430846,-0.011277665384113789,1.5727225762697985,3908.3652981799096,0.3620122969150543,0.33371099829673767
109,0.0882113105477298,1.473240423324463,3.0602466181683172,0.6388460527230713,0.8016264047182251,0.7895420930168774,-0.011943715624511242,1.5870061948438543,3942.491745768115,0.3692319095134735,0.34602633118629456
110,0.08905329991343827,1.4790802223781017,3.0506668796074914,0.6411036127446207,0.8028438439886798,0.7905055004619943,-0.011699605733156204,1.5715866572293897,3976.292452212423,0.3463593125343323,0.32658877968788147
111,0.08863201671942744,1.4589028186145694,3.037169508977938,0.6442723896066817,0.8052233430314407,0.7923458266044954,-0.012886278331279755,1.5782666903633686,4011.4155978988856,0.4042033851146698,0.37998953461647034
112,0.08814571306619917,1.4836166815652987,3.0576602536208632,0.6394562525960098,0.8019142762734528,0.7900228742816322,-0.011110404506325722,1.5740435720555646,4045.9927956480533,0.3330523371696472,0.3111766576766968
113,0.08769170698416574,1.4496741713363137,3.047670530700368,0.6418082787894246,0.8039623549814848,0.7911835850596795,-0.013057817704975605,1.5979963593640545,4080.2867905683815,0.4462985098361969,0.42776399850845337
114,0.08783263620654207,1.4643873365449867,3.039496896801022,0.6437269914502527,0.8045190019353106,0.7921356735066585,-0.011630788445472717,1.5751095602560354,4115.00829859823,0.38727006316185,0.36313900351524353
115,0.08777170490046193,1.4534500252247027,3.044457016052314,0.6425632472060447,0.8041389017469218,0.7920125297136553,-0.012013708241283894,1.5910069908276114,4150.465743197128,0.38964173197746277,0.36031824350357056
116,0.08724087955162278,1.4439265331087099,3.0312416749943956,0.6456596262269942,0.8059754804306473,0.793362138074976,-0.012456145137548447,1.5873151418856857,4184.755291985348,0.41447535157203674,0.38236284255981445
117,0.08646090049136669,1.4448278220387292,3.0406063404636567,0.6434668582883957,0.8048918627078752,0.7928876103000997,-0.012314845807850361,1.5957785184249276,4219.871373184025,0.45364367961883545,0.41706618666648865
118,0.08674954563718716,1.4582017176029876,3.04426014146206,0.6426094741283348,0.8037654205934048,0.7925556054455933,-0.010586319491267204,1.5860584238590723,4255.031872684136,0.3556095063686371,0.33105599880218506
119,0.0866910125933972,1.4778341375610826,3.0472355317832505,0.6419105220532924,0.8033338393909448,0.7922481827377117,-0.010470172390341759,1.5694013942221678,4290.93272411637,0.313883513212204,0.28843793272972107
120,0.08667944239565792,1.4603274601145126,3.0415662418343317,0.643241711962872,0.8042740008542087,0.7921478161531504,-0.01050286740064621,1.581238781719819,4326.598390469328,0.35273146629333496,0.3243406116962433
121,0.08665729915832812,1.4485276951568329,3.0387809759387956,0.6438948042491596,0.8048020162510373,0.7926946137549487,-0.010954340919852257,1.5902532807819627,4360.130263546482,0.3825560212135315,0.3589092791080475
122,0.08652557786491802,1.44447410434538,3.0422914353341244,0.6430715695995199,0.8046073903625955,0.7939133669332717,-0.011286025866866112,1.5978173309887445,4393.0848238598555,0.404215008020401,0.3764946758747101
123,0.08680058762526777,1.4422584763072075,3.053600963954971,0.6404129187364658,0.8029925176975274,0.7911666093977506,-0.011148021556437016,1.6113424876477633,4425.107579059899,0.4003446698188782,0.3682856857776642
124,0.0862966769422134,1.4373405642171397,3.0571839971228276,0.6395685593374658,0.802514175428074,0.7889403307094275,-0.011647145263850689,1.6198434329056879,4457.940477952361,0.4353378415107727,0.397616446018219
125,0.08603749447992565,1.4494363982802945,3.0442418356681444,0.6426137722482981,0.8041333001970534,0.7912787333144794,-0.010253134183585644,1.59480543738785,4491.414694547653,0.36557066440582275,0.33346790075302124
126,0.08616388572206024,1.4469529092612399,3.0469872534786564,0.6419688714822607,0.8037623420386516,0.7908632839505798,-0.010653120465576649,1.6000343442174165,4524.851754279807,0.41256189346313477,0.38002902269363403
127,0.086434426200489,1.441099028416974,3.0437231699108134,0.6427355419484029,0.8042864790952458,0.7920670305677726,-0.010818414390087128,1.6026241414938394,4558.26916372031,0.3960685133934021,0.36166244745254517
